Sex_1,Sex_2,Sex_3,Length,Diameter,Height,Whole,Viscera,Shellweight,Shucked_Categoria,Rings
0.0,1.0,0.0,0.8059701492537312,0.779816513761468,0.6739130434782611,0.4106605277138303,0.5559666975023125,0.30244145490782265,0.6666666666666667,10
0.0,1.0,0.0,0.7238805970149254,0.706422018348624,0.565217391304348,0.32813883477952893,0.34690101757631814,0.2974588938714499,0.3333333333333333,11
0.0,1.0,0.0,0.7537313432835819,0.724770642201835,0.7608695652173915,0.35186824862758986,0.5023126734505088,0.2825112107623318,0.3333333333333333,11
1.0,0.0,0.0,0.7686567164179103,0.7155963302752295,0.565217391304348,0.329024260669382,0.43200740055504155,0.2775286497259592,0.3333333333333333,12
1.0,0.0,0.0,0.7910447761194029,0.7706422018348624,0.7391304347826088,0.3309721976270586,0.4042553191489361,0.29247633283507724,0.3333333333333333,15
1.0,0.0,0.0,0.7462686567164177,0.6788990825688074,0.565217391304348,0.30511776164335047,0.41905642923219233,0.19780767314399605,0.3333333333333333,11
1.0,0.0,0.0,0.7537313432835819,0.7614678899082569,0.6739130434782611,0.3525765893394723,0.4468085106382978,0.32735426008968616,0.3333333333333333,10
0.0,1.0,0.0,0.9029850746268657,0.9266055045871562,0.6739130434782611,0.5797768726757571,0.5180388529139686,0.45690084703537626,0.6666666666666667,15
1.0,0.0,0.0,0.8805970149253731,0.8623853211009176,0.6739130434782611,0.4731715955374535,0.6604995374653098,0.34728450423517687,0.6666666666666667,18
0.0,1.0,0.0,0.9029850746268657,0.9082568807339451,0.7173913043478262,0.6360899592704091,0.7252543940795558,0.4519182859990035,0.6666666666666667,19
0.0,1.0,0.0,0.9402985074626864,0.9082568807339451,0.8260869565217394,0.6047458827696122,0.7604070305272894,0.4867962132536124,0.6666666666666667,13
1.0,0.0,0.0,0.582089552238806,0.5504587155963303,0.41304347826086957,0.16911634496192668,0.22849213691026823,0.1230692575984056,0.3333333333333333,8
0.0,1.0,0.0,0.6940298507462687,0.7706422018348624,0.6304347826086958,0.4303169824685674,0.5679925994449583,0.33731938216243157,0.6666666666666667,16
0.0,1.0,0.0,0.5597014925373134,0.5504587155963303,0.41304347826086957,0.1843456702673986,0.21461609620721553,0.1429995017438964,0.3333333333333333,8
0.0,1.0,0.0,0.7462686567164177,0.7155963302752295,0.5434782608695654,0.312024083584204,0.3755781683626271,0.25759840558046837,0.3333333333333333,11
1.0,0.0,0.0,0.417910447761194,0.43119266055045874,0.34782608695652173,0.11528245085886311,0.1581868640148011,0.08819133034379673,0.3333333333333333,9
0.0,1.0,0.0,0.5597014925373134,0.5137614678899084,0.41304347826086957,0.14981406056313085,0.16743755781683625,0.11310413552566022,0.3333333333333333,9
0.0,1.0,0.0,0.7089552238805971,0.6788990825688074,0.5434782608695654,0.300867717372056,0.36170212765957444,0.2675635276532138,0.3333333333333333,14
0.0,0.0,1.0,0.2462686567164179,0.22018348623853212,0.15217391304347827,0.024083584204002126,0.042553191489361694,0.018435475834578975,0.3333333333333333,5
0.0,0.0,1.0,0.1940298507462686,0.1743119266055046,0.19565217391304351,0.014166814237648309,0.026827012025901938,0.010463378176382663,0.3333333333333333,5
0.0,0.0,1.0,0.2014925373134328,0.1743119266055046,0.17391304347826092,0.014166814237648309,0.022201665124884366,0.013452914798206279,0.3333333333333333,4
0.0,0.0,1.0,0.4701492537313433,0.4403669724770643,0.3695652173913044,0.07118824154418275,0.08233117483811284,0.07324364723467863,0.3333333333333333,7
1.0,0.0,0.0,0.5895522388059701,0.5779816513761469,0.47826086956521746,0.20453338055604747,0.41905642923219233,0.1380169407075237,0.3333333333333333,9
0.0,1.0,0.0,0.5746268656716418,0.5871559633027523,0.47826086956521746,0.16238710819904376,0.2025901942645698,0.14798206278026907,0.3333333333333333,7
0.0,0.0,1.0,0.3731343283582089,0.34862385321100925,0.26086956521739135,0.05631308659465203,0.046253469010175755,0.043348281016442454,0.3333333333333333,6
0.0,1.0,0.0,0.6716417910447761,0.6788990825688074,0.6521739130434784,0.29520099167699665,0.3940795559666974,0.2426507224713503,0.3333333333333333,9
0.0,0.0,1.0,0.6641791044776119,0.6513761467889908,0.47826086956521746,0.21002302107313617,0.20444033302497686,0.18784255107125067,0.3333333333333333,8
1.0,0.0,0.0,0.4850746268656716,0.4862385321100919,0.3695652173913044,0.10660527713830352,0.11008325624421829,0.09815645241654213,0.3333333333333333,7
1.0,0.0,0.0,0.6119402985074626,0.5596330275229358,0.5217391304347827,0.19107490703028154,0.17668825161887142,0.15794718485301448,0.3333333333333333,10
0.0,1.0,0.0,0.5895522388059701,0.5596330275229358,0.47826086956521746,0.16840800425004426,0.19426456984273818,0.14798206278026907,0.3333333333333333,10
1.0,0.0,0.0,0.4925373134328358,0.46788990825688087,0.39130434782608703,0.13564724632548256,0.16836262719703976,0.10812157448928751,0.3333333333333333,7
0.0,1.0,0.0,0.6343283582089552,0.6330275229357799,0.565217391304348,0.23357534974322647,0.32377428307123024,0.21773791728948683,0.3333333333333333,8
1.0,0.0,0.0,0.5522388059701492,0.5412844036697247,0.47826086956521746,0.156012041792102,0.17576318223866788,0.133034379671151,0.3333333333333333,8
1.0,0.0,0.0,0.5895522388059701,0.6055045871559633,0.5434782608695654,0.20807508411545955,0.2210915818686401,0.1679123069257599,0.3333333333333333,8
0.0,0.0,1.0,0.25373134328358204,0.2477064220183487,0.21739130434782614,0.029750309899061446,0.02497687326549491,0.023418036870951675,0.3333333333333333,4
0.0,1.0,0.0,0.6417910447761194,0.6330275229357799,0.5000000000000001,0.20577297680184167,0.23959296947271044,0.17289486796213255,0.3333333333333333,7
1.0,0.0,0.0,0.5597014925373134,0.5321100917431193,0.41304347826086957,0.14503276075792454,0.2072155411655874,0.133034379671151,0.3333333333333333,7
1.0,0.0,0.0,0.6417910447761194,0.6422018348623855,0.4347826086956522,0.2206481317513724,0.2950971322849213,0.17289486796213255,0.3333333333333333,900
0.0,1.0,0.0,0.6791044776119403,0.6513761467889908,0.5217391304347827,0.24597131220116877,0.3570767807585568,0.19780767314399605,0.3333333333333333,10
1.0,0.0,0.0,0.5223880597014925,0.49541284403669733,0.3695652173913044,0.1333451390118647,0.1470860314523589,0.09815645241654213,0.3333333333333333,7
1.0,0.0,0.0,0.6641791044776119,0.6330275229357799,0.47826086956521746,0.20471046573401805,0.242368177613321,0.18285999003487796,0.3333333333333333,8
1.0,0.0,0.0,0.5970149253731343,0.5504587155963303,0.47826086956521746,0.16929343013989728,0.1868640148011101,0.133034379671151,0.3333333333333333,8
0.0,1.0,0.0,0.7313432835820894,0.706422018348624,0.6521739130434784,0.3233575349743227,0.3570767807585568,0.31738913801694074,0.3333333333333333,12
0.0,1.0,0.0,0.7761194029850745,0.8073394495412844,0.7608695652173915,0.45440056667256945,0.4135060129509713,0.4818136522172397,0.3333333333333333,13
0.0,1.0,0.0,0.5970149253731343,0.6146788990825689,0.47826086956521746,0.18717903311492826,0.2127659574468085,0.1679123069257599,0.3333333333333333,10
0.0,0.0,1.0,0.3507462686567164,0.3302752293577982,0.26086956521739135,0.05277138303523995,0.07400555041628121,0.043348281016442454,0.3333333333333333,6
1.0,0.0,0.0,0.7164179104477612,0.6788990825688074,0.5217391304347827,0.2707632371170533,0.3098982423681776,0.27254608868958646,0.3333333333333333,13
0.0,1.0,0.0,0.4850746268656716,0.4862385321100919,0.4347826086956522,0.1243137949353639,0.18131359851988899,0.09815645241654213,0.3333333333333333,8
0.0,1.0,0.0,0.7761194029850745,0.7706422018348624,0.6956521739130437,0.44094209314680366,0.4153561517113783,0.42202291978076734,0.3333333333333333,20
1.0,0.0,0.0,0.7388059701492536,0.779816513761468,0.7173913043478262,0.41898353107844877,0.4819611470860314,0.3771798704534131,0.3333333333333333,11
0.0,1.0,0.0,0.7910447761194029,0.724770642201835,0.8043478260869568,0.3881707101115637,0.5346901017576317,0.31240657698056806,0.3333333333333333,13
0.0,1.0,0.0,0.7835820895522387,0.7706422018348624,0.6086956521739132,0.35611829289888436,0.4079555966697502,0.2775286497259592,0.3333333333333333,15
1.0,0.0,0.0,0.7761194029850745,0.7706422018348624,0.565217391304348,0.33362847529661765,0.3487511563367252,0.31240657698056806,0.3333333333333333,9
0.0,1.0,0.0,0.7835820895522387,0.7614678899082569,0.6086956521739132,0.32583672746591114,0.35800185013876035,0.30244145490782265,0.3333333333333333,10
0.0,1.0,0.0,0.7164179104477612,0.6788990825688074,0.565217391304348,0.27837789976978927,0.2941720629047178,0.2825112107623318,0.3333333333333333,11
0.0,1.0,0.0,0.8059701492537312,0.7706422018348624,0.6956521739130437,0.3897644767132991,0.43478260869565205,0.3423019431988042,0.3333333333333333,10
0.0,1.0,0.0,0.7462686567164177,0.7155963302752295,0.565217391304348,0.33256596422879403,0.4653098982423681,0.2825112107623318,0.3333333333333333,9
1.0,0.0,0.0,0.8134328358208954,0.834862385321101,0.7173913043478262,0.5712767841331681,0.3543015726179463,0.6711509715994023,0.6666666666666667,12
1.0,0.0,0.0,0.7761194029850745,0.7706422018348624,0.6521739130434784,0.4659111032406587,0.43200740055504155,0.576482311908321,0.3333333333333333,21
1.0,0.0,0.0,0.7537313432835819,0.724770642201835,0.565217391304348,0.35806622985656095,0.398704902867715,0.3572496263079223,0.3333333333333333,14
0.0,1.0,0.0,0.7388059701492536,0.7522935779816515,0.7391304347826088,0.45794227023198153,0.41073080481036073,0.43697060288988543,0.3333333333333333,12
1.0,0.0,0.0,0.8208955223880596,0.7522935779816515,0.565217391304348,0.42252523463786085,0.37835337650323764,0.3971101145989039,0.3333333333333333,13
1.0,0.0,0.0,0.7238805970149254,0.706422018348624,0.6521739130434784,0.3054719319992917,0.3829787234042552,0.25759840558046837,0.3333333333333333,10
0.0,1.0,0.0,0.5746268656716418,0.5504587155963303,0.5217391304347827,0.18239773330972198,0.20999074930619796,0.1629297458893872,0.3333333333333333,9
0.0,1.0,0.0,0.7462686567164177,0.724770642201835,0.6521739130434784,0.3454931822206481,0.4264569842738205,0.32735426008968616,0.3333333333333333,12
1.0,0.0,0.0,0.7313432835820894,0.6788990825688074,0.5434782608695654,0.28670090313440766,0.30897317298797405,0.2526158445440957,0.3333333333333333,15
1.0,0.0,0.0,0.7164179104477612,0.706422018348624,0.6086956521739132,0.2666902780237294,0.2812210915818686,0.25759840558046837,0.3333333333333333,12
1.0,0.0,0.0,0.7761194029850745,0.7522935779816515,0.7173913043478262,0.39419160616256416,0.46901017576318216,0.38714499252615847,0.3333333333333333,13
0.0,1.0,0.0,0.8208955223880596,0.8073394495412844,0.6739130434782611,0.4462546484859217,0.5874190564292321,0.38714499252615847,0.6666666666666667,10
1.0,0.0,0.0,0.925373134328358,0.9266055045871562,0.7826086956521741,0.5284221710642819,0.6327474560592043,0.4818136522172397,0.6666666666666667,15
1.0,0.0,0.0,0.8805970149253731,0.8807339449541286,0.8043478260869568,0.5680892509296972,0.7169287696577242,0.476831091180867,0.6666666666666667,14
1.0,0.0,0.0,0.6865671641791045,0.6972477064220184,0.6086956521739132,0.25606516734549317,0.2553191489361702,0.247633283507723,0.3333333333333333,9
1.0,0.0,0.0,0.5895522388059701,0.5871559633027523,0.5217391304347827,0.18452275544536922,0.2432932469935245,0.1429995017438964,0.3333333333333333,8
1.0,0.0,0.0,0.5895522388059701,0.5779816513761469,0.5217391304347827,0.1843456702673986,0.24514338575393155,0.1629297458893872,0.3333333333333333,7
0.0,1.0,0.0,0.5970149253731343,0.5871559633027523,0.5000000000000001,0.20417921020010626,0.15633672525439407,0.15296462381664178,0.3333333333333333,10
0.0,0.0,1.0,0.4253731343283581,0.3853211009174313,0.3695652173913044,0.08128209668850718,0.08418131359851987,0.07324364723467863,0.3333333333333333,7
1.0,0.0,0.0,0.7089552238805971,0.6972477064220184,0.5869565217391305,0.29785726934655565,0.3533765032377428,0.2526158445440957,0.3333333333333333,15
1.0,0.0,0.0,0.6791044776119403,0.6972477064220184,0.6521739130434784,0.312024083584204,0.30249768732654947,0.33233682112605883,0.3333333333333333,15
1.0,0.0,0.0,0.6791044776119403,0.6605504587155964,0.565217391304348,0.25571099698955196,0.30897317298797405,0.20279023418036873,0.3333333333333333,10
1.0,0.0,0.0,0.7910447761194029,0.7614678899082569,0.6521739130434784,0.4149105719851248,0.44403330249768724,0.3423019431988042,0.3333333333333333,12
0.0,1.0,0.0,0.6641791044776119,0.6513761467889908,0.6304347826086958,0.2567735080573756,0.33857539315448654,0.23268560039860492,0.3333333333333333,12
0.0,1.0,0.0,0.7014925373134329,0.6880733944954129,0.6739130434782611,0.2833362847529662,0.337650323774283,0.2775286497259592,0.3333333333333333,11
0.0,1.0,0.0,0.6343283582089552,0.6330275229357799,0.5000000000000001,0.23570037187887372,0.242368177613321,0.21773791728948683,0.3333333333333333,10
0.0,1.0,0.0,0.6492537313432836,0.6146788990825689,0.5434782608695654,0.22365857977687265,0.3302497687326549,0.19780767314399605,0.3333333333333333,9
0.0,1.0,0.0,0.5373134328358209,0.6238532110091745,0.41304347826086957,0.12803258367274659,0.18038852913968548,0.1280518186347783,0.3333333333333333,9
1.0,0.0,0.0,0.626865671641791,0.6238532110091745,0.5000000000000001,0.19107490703028154,0.24791859389454207,0.15296462381664178,0.3333333333333333,9
1.0,0.0,0.0,0.582089552238806,0.5596330275229358,0.41304347826086957,0.1519390826987781,0.19703977798334874,0.17289486796213255,0.3333333333333333,9
0.0,0.0,1.0,0.5373134328358209,0.4862385321100919,0.30434782608695654,0.11705330263856915,0.1165587419056429,0.10313901345291482,0.3333333333333333,9
1.0,0.0,0.0,0.5223880597014925,0.5412844036697247,0.41304347826086957,0.13848060917301222,0.1156336725254394,0.1629297458893872,0.3333333333333333,9
0.0,1.0,0.0,0.7014925373134329,0.6513761467889908,0.5000000000000001,0.24490880113334515,0.26919518963922284,0.20777279521674144,0.3333333333333333,11
0.0,1.0,0.0,0.6791044776119403,0.6605504587155964,0.45652173913043487,0.20878342482734197,0.2923219241443108,0.17787742899850525,0.3333333333333333,11
0.0,1.0,0.0,0.6194029850746268,0.5871559633027523,0.5434782608695654,0.21622100230210733,0.18778908418131357,0.21773791728948683,0.3333333333333333,11
1.0,0.0,0.0,0.544776119402985,0.5229357798165138,0.41304347826086957,0.1416681423764831,0.17576318223866788,0.1629297458893872,0.3333333333333333,10
0.0,1.0,0.0,0.7238805970149254,0.6880733944954129,0.6086956521739132,0.31184699840623337,0.31729879740980566,0.30742401594419533,0.3333333333333333,9
1.0,0.0,0.0,0.4925373134328358,0.4587155963302753,0.3260869565217392,0.0915530370108022,0.10915818686401478,0.08320876930742405,0.3333333333333333,8
0.0,1.0,0.0,0.5895522388059701,0.5688073394495413,0.41304347826086957,0.1482202939613954,0.19056429232192412,0.1380169407075237,0.3333333333333333,9
0.0,0.0,1.0,0.4626865671641791,0.4403669724770643,0.3260869565217392,0.08907384451921374,0.10545790934320072,0.08320876930742405,0.3333333333333333,7
0.0,1.0,0.0,0.6567164179104478,0.6788990825688074,0.565217391304348,0.2705861519390827,0.3182238667900092,0.2526158445440957,0.3333333333333333,14
1.0,0.0,0.0,0.4402985074626865,0.3853211009174313,0.28260869565217395,0.07508411545953603,0.09343200740055502,0.06826108619830595,0.3333333333333333,6
0.0,0.0,1.0,0.4253731343283581,0.41284403669724784,0.30434782608695654,0.061448556755799535,0.09250693802035151,0.06826108619830595,0.3333333333333333,6
0.0,0.0,1.0,0.291044776119403,0.2568807339449542,0.21739130434782614,0.025146095271825746,0.042553191489361694,0.028400597907324368,0.3333333333333333,5
0.0,0.0,1.0,0.4477611940298507,0.4036697247706423,0.34782608695652173,0.08358420400212502,0.09990749306197963,0.06826108619830595,0.3333333333333333,6
0.0,0.0,1.0,0.4626865671641791,0.43119266055045874,0.3260869565217392,0.08801133345139012,0.11193339500462532,0.07822620827105134,0.3333333333333333,8
1.0,0.0,0.0,0.9328358208955223,0.8807339449541286,0.6521739130434784,0.6104126084646715,0.48658649398704895,0.5366218236173395,0.6666666666666667,19
1.0,0.0,0.0,0.9477611940298507,0.8899082568807342,0.6739130434782611,0.6931113865769435,0.4819611470860314,0.7757847533632288,0.6666666666666667,18
1.0,0.0,0.0,0.7761194029850745,0.779816513761468,0.6739130434782611,0.4462546484859217,0.522664199814986,0.40707523667164924,0.3333333333333333,17
0.0,1.0,0.0,0.544776119402985,0.5412844036697247,0.5000000000000001,0.1421993979103949,0.1156336725254394,0.12705530642750376,0.3333333333333333,9
0.0,1.0,0.0,0.3731343283582089,0.37614678899082576,0.34782608695652173,0.06711528245085886,0.06567992599444956,0.060288988540109625,0.3333333333333333,7
0.0,0.0,1.0,0.4104477611940298,0.37614678899082576,0.3695652173913044,0.0740216043917124,0.10268270120259018,0.06626806178375687,0.3333333333333333,7
0.0,0.0,1.0,0.2835820895522388,0.2660550458715597,0.23913043478260873,0.03382326899238534,0.03700277520814061,0.02640757349277529,0.3333333333333333,7
0.0,1.0,0.0,0.5223880597014925,0.5045871559633028,0.45652173913043487,0.14308482380024792,0.14893617021276595,0.13353263577478827,0.3333333333333333,8
0.0,1.0,0.0,0.3432835820895522,0.32110091743119273,0.30434782608695654,0.05454223481494599,0.06290471785383903,0.046337817638266075,0.3333333333333333,7
1.0,0.0,0.0,0.4029850746268656,0.36697247706422026,0.34782608695652173,0.07030281565432973,0.053654024051803875,0.06128550074738417,0.3333333333333333,9
0.0,1.0,0.0,0.4925373134328358,0.49541284403669733,0.4347826086956522,0.12519922082521692,0.1156336725254394,0.1150971599402093,0.3333333333333333,9
1.0,0.0,0.0,0.4477611940298507,0.4220183486238533,0.3695652173913044,0.08889675934124314,0.10545790934320072,0.09068261086198308,0.3333333333333333,9
0.0,1.0,0.0,0.7313432835820894,0.7155963302752295,0.6304347826086958,0.2918363732955551,0.3792784458834412,0.24514200298953667,0.3333333333333333,10
0.0,1.0,0.0,0.7089552238805971,0.724770642201835,0.5869565217391305,0.2617318930405525,0.2645698427382053,0.2640757349277529,0.3333333333333333,10
1.0,0.0,0.0,0.8582089552238805,0.853211009174312,0.7826086956521741,0.4754737028510714,0.5652173913043477,0.44344793223716994,0.6666666666666667,16
1.0,0.0,0.0,0.7238805970149254,0.7339449541284405,0.6304347826086958,0.28156543297326014,0.3506012950971322,0.24015944195316397,0.3333333333333333,11
1.0,0.0,0.0,0.5970149253731343,0.5871559633027523,0.5217391304347827,0.18257481848769255,0.21461609620721553,0.1679123069257599,0.3333333333333333,10
0.0,1.0,0.0,0.6194029850746268,0.5963302752293579,0.5000000000000001,0.19373118469984063,0.19796484736355224,0.171898355754858,0.3333333333333333,10
1.0,0.0,0.0,0.5746268656716418,0.5412844036697247,0.47826086956521746,0.18168939259783956,0.19888991674375575,0.15445939212755358,0.3333333333333333,10
0.0,0.0,1.0,0.30597014925373134,0.27522935779816515,0.30434782608695654,0.044271294492650964,0.07123034227567066,0.04035874439461884,0.3333333333333333,9
0.0,0.0,1.0,0.14925373134328357,0.13761467889908258,0.19565217391304351,0.010448025500265627,0.011100832562442181,0.010961634280019932,0.3333333333333333,5
0.0,0.0,1.0,0.14179104477611942,0.13761467889908258,0.3695652173913044,0.009916769966353815,0.013876040703052728,0.008470353761833584,0.3333333333333333,4
1.0,0.0,0.0,0.7686567164179103,0.7706422018348624,0.5869565217391305,0.37223304409420926,0.4838112858464384,0.3223716990533134,0.3333333333333333,15
0.0,1.0,0.0,0.7910447761194029,0.81651376146789,0.7608695652173915,0.39543120240835844,0.4773358001850138,0.33233682112605883,0.3333333333333333,9
0.0,1.0,0.0,0.835820895522388,0.8440366972477066,0.7826086956521741,0.48503630246148394,0.5633672525439407,0.44693572496263084,0.6666666666666667,10
0.0,1.0,0.0,0.7910447761194029,0.7889908256880734,0.6521739130434784,0.37347264034000355,0.43478260869565205,0.3522670652715496,0.3333333333333333,10
0.0,1.0,0.0,0.7313432835820894,0.724770642201835,0.5434782608695654,0.3493890561360014,0.2756706753006475,0.30742401594419533,0.3333333333333333,12
1.0,0.0,0.0,0.6567164179104478,0.6422018348623855,0.5217391304347827,0.25500265627766955,0.24144310823311746,0.20777279521674144,0.3333333333333333,10
0.0,1.0,0.0,0.7462686567164177,0.743119266055046,0.7826086956521741,0.35133699309367805,0.4477335800185013,0.33731938216243157,0.3333333333333333,13
1.0,0.0,0.0,0.8507462686567163,0.7889908256880734,0.8913043478260871,0.5355055781831061,0.4828862164662349,0.6312904833084206,0.6666666666666667,16
0.0,1.0,0.0,0.7537313432835819,0.7339449541284405,0.6956521739130437,0.32070125730476357,0.3940795559666974,0.2825112107623318,0.3333333333333333,13
0.0,1.0,0.0,0.7462686567164177,0.743119266055046,0.6739130434782611,0.3973791393660351,0.32932469935245134,0.43697060288988543,0.3333333333333333,13
1.0,0.0,0.0,0.7910447761194029,0.7522935779816515,0.6739130434782611,0.37329555516203294,0.45698427382053647,0.33731938216243157,0.3333333333333333,13
0.0,1.0,0.0,0.7910447761194029,0.7889908256880734,0.6521739130434784,0.4320878342482734,0.4754856614246068,0.2775286497259592,0.6666666666666667,-1300
1.0,0.0,0.0,0.798507462686567,0.7889908256880734,0.7173913043478262,0.4400566672569506,0.5485661424606845,0.3423019431988042,0.6666666666666667,12
0.0,1.0,0.0,0.9701492537313432,0.9266055045871562,0.8695652173913044,0.7575703913582433,0.7354301572617945,1.0,0.6666666666666667,18
0.0,1.0,0.0,0.8582089552238805,0.8990825688073396,0.956521739130435,0.6197981228971136,0.5346901017576317,0.8106626806178376,0.6666666666666667,16
1.0,0.0,0.0,0.9701492537313432,0.9449541284403671,0.7826086956521741,0.9024260669381972,0.892691951896392,0.7209765819631292,1.0,14
0.0,1.0,0.0,0.9701492537313432,0.9541284403669725,0.7173913043478262,0.7515494953072428,0.8344125809435706,0.8455406078724466,0.6666666666666667,20
0.0,1.0,0.0,0.9029850746268657,0.9449541284403671,0.8478260869565218,0.6516734549318223,0.7539315448658648,0.6462381664175387,0.6666666666666667,20
1.0,0.0,0.0,0.9402985074626864,0.9266055045871562,0.9130434782608697,0.7009031344076501,0.5698427382053654,0.7558545092177381,0.6666666666666667,14
0.0,1.0,0.0,0.9029850746268657,0.8440366972477066,0.7173913043478262,0.5725163803789622,0.7557816836262718,0.6163428001993025,0.6666666666666667,12
1.0,0.0,0.0,0.925373134328358,0.9082568807339451,0.8913043478260871,0.6922259606870904,0.9999999999999999,0.5864474339810664,0.6666666666666667,14
0.0,1.0,0.0,0.6791044776119403,0.6238532110091745,0.5869565217391305,0.27377368514255357,0.3117483811285846,0.2526158445440957,0.3333333333333333,7
1.0,0.0,0.0,0.6716417910447761,0.6972477064220184,0.6304347826086958,0.37648308836550376,0.43015726179463454,0.2825112107623318,0.3333333333333333,8
0.0,1.0,0.0,0.6641791044776119,0.6422018348623855,0.45652173913043487,0.2741278554984948,0.34042553191489355,0.21773791728948683,0.3333333333333333,8
0.0,0.0,1.0,0.2388059701492537,0.19266055045871566,0.13043478260869568,0.016291836373295555,0.03237742830712303,0.013452914798206279,0.3333333333333333,5
0.0,0.0,1.0,0.4253731343283581,0.37614678899082576,0.34782608695652173,0.06251106782362316,0.0675300647548566,0.07324364723467863,0.3333333333333333,7
0.0,0.0,1.0,0.3582089552238806,0.2844036697247707,0.21739130434782614,0.04356295378076855,0.06845513413506012,0.03338315894369707,0.3333333333333333,5
0.0,0.0,1.0,0.3582089552238806,0.34862385321100925,0.3260869565217392,0.05011510536568089,0.08695652173913042,0.048330842052815154,0.3333333333333333,8
0.0,0.0,1.0,0.22388059701492535,0.19266055045871566,0.15217391304347827,0.015760580839383743,0.026827012025901938,0.013452914798206279,0.3333333333333333,4
1.0,0.0,0.0,0.7537313432835819,0.7706422018348624,0.6086956521739132,0.34283690455108906,0.3996299722479185,0.34728450423517687,0.3333333333333333,11
1.0,0.0,0.0,0.7388059701492536,0.779816513761468,0.7391304347826088,0.3320347086948822,0.36910268270120256,0.29247633283507724,0.3333333333333333,14
1.0,0.0,0.0,0.8432835820895522,0.834862385321101,0.7173913043478262,0.48379670621568976,0.4912118408880666,0.5665171898355755,0.6666666666666667,21
0.0,1.0,0.0,0.7238805970149254,0.724770642201835,0.6521739130434784,0.3617850185939437,0.4949121184088806,0.2974588938714499,0.3333333333333333,10
0.0,1.0,0.0,0.8134328358208954,0.7706422018348624,0.7173913043478262,0.35930582610235523,0.39500462534690095,0.3223716990533134,0.3333333333333333,10
